,,,,,,,,,,,,,label
3510000000,2018-06-03 20:03:15+00:00, ,1.00E+18,en,0,0,0,0, ,"SINGAPORE OFFER JOBS OPPORTUNITIES -$T$ _ https://t.co/p9q9CbvWjr
__ SALARY: SGD3120+ _ Vacancies: 1290+
__Submit CV_ https://t.co/p9q9CbvWjr
__ Free Visa with Ticket + ALL NATIONALITY CAN APPLY
__ Apply Now Link_ https://t.co/p9q9CbvWjr
__ SHARE TO HELP OTHERS https://t.co/VO8C3S4kbx",work permit,Migrant workers,0
158000000,2021-12-23 10:36:05+00:00, ,1.47E+18,en,0,0,0,66, ,"RT @MothershipSG: S'pore tour group on Italy $T$ trip has luggage stolen, family loses S$15k worth of designer items https://t.co/7gMpNX9MI_?
14793505,2021-12-23 10:35:53+00:00, ,1473965579547512832,en,0,0,1,0, ,S'pore suspends VTL (vaccinated travel lanes)  ticket sales: What does it mean for my travel plans? | The Straits Times https://t.co/MJV8sFoNGF
1401697377778421761,2021-12-23 10:34:17+00:00, ,1473965175535329281,en,0,0,0,66, ,RT @MothershipSG: S'pore tour group on Italy VTL trip has luggage stolen",VTL,Travel restrictions,-1
1.11E+18,2020-11-14 11:12:06+00:00, ,1.33E+18,en,0,0,0,2, ,"RT @TravelXStudy: Singapore Government internships 2021 Fully Funded For $T$

Degree Programs:?Ph.D. Degree (Directly A",international students,Foreign talents,1
584000000,2021-12-20 16:14:22+00:00, ,1.47E+18,en,0,0,0,20, ,RT @_LucoZade__: Where are all the Chinese people that claim $T$ isn't a problem in Singapore,racism,Xenophobia and racism,-1
68577507,2019-02-19 01:50:41+00:00, ,1.10E+18,en,0,0,0,0, ,"Singapore boosts spending, curbs foreign-$T$ rules in budget #jakpost https://t.co/cWfXHfIJt7",foreign worker,Migrant workers,-1
2180000000,2018-12-06 12:07:43+00:00, ,1.07E+18,en,0,0,0,0, ,National Institute of Education PhD internship for $T$ in Singapore 2019 https://t.co/Az2BEJJ9JC,international students,Foreign talents,1
78626856,2014-10-23 15:48:07+00:00, ,5.25E+17,en,0,0,0,118, ,"RT @sgvines_: Singapore is a $T$ country, hais.. #SGVines #Cheezy #Kumar #LegendaryIndian https://t.co/lzsDVGORBI",racist,Xenophobia and racism,-1
26515325,2014-03-25 14:25:13+00:00, ,4.48E+17,en,0,0,0,0, ,$T$ Singapore - http://t.co/7LBnZcHoAf. Visit us at http://t.co/mX89dxnR1u #workpermitsingapore http://t.co/csYLSfchPI,work permit,Migrant workers,0
310000000,2016-08-19 05:23:11+00:00, ,7.67E+17,en,8,0,0,6, ,"Singaporeans respect people from all races but a number find $T$ is still an issue:Survey
https://t.co/nHABwlxL0f https://t.co/4CM471Ht2S",racism,Xenophobia and racism,-1
1.42E+18,2021-08-06 06:46:56+00:00, ,1.42E+18,en,1,0,0,0, ,"@CassieCassyCC @Actarus_dEuphor @LibertyLife03 @FinancialTimes Stop lying I left singapore for good a few weeks ago. Still in quarantine in HK. 

Singapore is a cesspit of $T$ and racisms and the world will realise it. 

Greater Bay will break Singapore.",xenophobia,Xenophobia and racism,-1
148000000,2013-08-11 10:45:33+00:00, ,3.67E+17,en,0,0,0,0, ,"????@cookie4cara: if unreasonable $T$ acts keeps going on like this in singapore, then racial harmony day is totally useless and pathetic .????",racism,Xenophobia and racism,-1
196000000,2011-09-07 12:36:01+00:00, ,1.11E+17,en,0,0,0,0, ,[ST] CNB arrests man who sold drugs to international school $T$ - http://t.co/Bp5srlc,international students,Foreign talents,1
1310000000,2022-01-05 09:06:56+00:00, ,1.48E+18,en,1,0,0,1, ,"One of the best aspects of studying in Singapore is the hassle-free visa process (if you have been legally accepted to a fully-funded programme). No need for visa agents, ""show money"", or visa interviews. More details about the application process: #$T$ https://t.co/Q8EgEsi0BQ",ICA,Immigration policy,1
33379697,2011-05-17 15:40:18+00:00, ,7.05E+16,en,0,0,0,0, ,Dead $T$ taints Singapore water http://goo.gl/KLqS0,maid,Foreign domestic workers,-1
1580000000,2013-08-16 06:33:55+00:00, ,3.68E+17,en,0,0,0,0, ,#Immigration &amp; Checkpoints Authority take a serious view of attempts to overstay enter or depart #Singapore illegally #$T$ http://t.co/4eZJ8WERI5,ICA,Immigration policy,1
1290000000,2020-05-18 21:11:30+00:00, ,1.26E+18,en,1,0,0,0, ,"@BhadraMonamie &amp; Hallam Stevens on contact tracing, mandatory apps &amp; questions of trust in Singapore, where covid-19 is on the rise in $T$ dormitories https://t.co/rmiXiDd7t9",migrant worker,Migrant workers,-1
7.30E+17,2019-10-15 02:23:34+00:00, ,1.18E+18,en,0,0,0,0, ,"This guide provides an insight into the different types of work visa options in Singapore, including the SP, Entrepass, Personalised $T$, S SP, SP, etc. Check this out!

#SingaporeVisa #Immigration #LivingInSingapore https://t.co/OsdIlZuoeZ",S pass,Foreign talents,1
157000000,2012-06-05 05:19:17+00:00, ,2.10E+17,en,0,0,0,0, ,Singapore curbs window cleaning amid $T$ deaths: SINGAPORE     (AP) -- Singapore has tightened rules on window ... http://t.co/rwb7EK5N,maid,Foreign domestic workers,1
1.41E+18,2021-11-06 18:37:33+00:00, ,1.46E+18,en,0,0,0,0, ,"Lee Foundation RSIinternship at Nanyang Technological University to Study in Singapore for Both International &amp; Singaporean $T$. https://t.co/2JxNsYAhZ6
#Grabainternship #Grab #StudyinSingapore #singapore #NanyangTechnologicalUniversity #foundation #education https://t.co/mdpQ2RNMTS",international students,Foreign talents,1
778000000,2013-11-19 15:02:03+00:00, ,4.03E+17,en,0,0,0,0, ,"agree, but no different than free $T$ given to singapore @shanghaiist Bloomberg's self-censorship is a disgrace http://t.co/lrMYEHiI9I",S pass,Foreign talents,-1
2250000000,2019-09-03 09:20:00+00:00, ,1.17E+18,en,0,0,0,12377, ,"RT @SGNotoriousAFC: ""Which race in Singapore is the most $T$? Indian, Chinese, Malay""

This guy: https://t.co/irlpVCoQSR",racist,Xenophobia and racism,-1
519000000,2012-03-19 07:43:20+00:00, ,1.82E+17,en,0,0,0,0, ,There are so many $T$ in Singapore's Universities. It's the same for #Turkey too: http://t.co/5o6mQMuc,international students,Foreign talents,1
1.27E+18,2021-03-09 08:10:04+00:00, ,1.37E+18,en,0,0,0,0, ,"Southeast Asia Remains Closed As Global $T$ Continue. Latest report.

Link in bio or https://t.co/AeCWEU1gO5

Credit Cris Tagupa on Unsplash

#UNWTO #Cambodia #Indonesia #Malaysia #Philippines #Singapore #Thailand #Vietnam #SoutheastAsia https://t.co/10Sm5GBg2R",travel restrictions,Travel restrictions,-1
1.10E+18,2019-06-09 15:32:23+00:00, ,1.14E+18,en,0,0,0,0, ,"@notveryaugust @theheroinflores First image is Porn, 
Men touching ????sleeping, SPReading legs woman???? is also self made Porn, 
Masterbating boy in Singapore,not Japan.

How do you know Men who arrested by Police are Sexual Abuser?

Look at other Vocative Video,full of $T$.",racism,Xenophobia and racism,-1
70277810,2021-03-08 16:50:41+00:00, ,1.37E+18,en,0,0,0,338, ,RT @kixes: ????We can????t allow Muslim women who are nurses to don the tudung if they want to because some people might be $T$ Islamophobes????,racist,Xenophobia and racism,-1
1.34E+18,2021-01-22 16:59:41+00:00, ,1.35E+18,en,0,0,1,0, ,"@vineetbhola90 @AdamJKucharski You have to consider the context in Singapore. When the second wave hit hit in April, testing capacity was 2-3k daily. Over 95% of cases at the time were in crowded $T$ dormitories, so it was decided low-risk ones would be prioritised for testing.",foreign worker,Migrant workers,-1
9.46E+17,2021-03-19 20:58:11+00:00, ,1.37E+18,en,0,0,0,119, ,"RT @olumuyiwaayo: internships for $T$ at Nanyang Technological University, Singapore

1.Nanyang President's Graduate Sc",international students,Foreign talents,1
94799375,2010-08-20 03:54:49+00:00, ,21600000000,en,0,0,0,0, ,Part TIme $T$ Singapore - http://newzfor.me/?6d04,maid,Foreign domestic workers,0
9.25E+17,2018-10-07 09:31:04+00:00, ,1.05E+18,en,0,0,0,0, ,When Do You Need a Singapore $T$ https://t.co/aQvbCjIACi https://t.co/VOaWCYYVo2,employment pass,Foreign talents,0
1590000000,2013-11-09 14:22:06+00:00, ,3.99E+17,en,0,0,0,0, ,"Baby found buried in Serangoon Gardens home, $T$ arrested http://t.co/ySKTHBnnfB",maid,Foreign domestic workers,-1
321000000,2014-01-11 09:49:38+00:00, ,4.22E+17,en,0,0,0,112, ,"RT @FunnyPunjabiGuy: The easiest to gain popularity &amp; get famous in Singapore-

?Tweet $T$ stuff about Indians.
?Wait 5 mins.
?Now every",racist,Xenophobia and racism,-1
9.10E+17,2021-03-19 20:59:16+00:00, ,1.37E+18,en,0,0,0,119, ,"RT @olumuyiwaayo: internships for $T$ at Nanyang Technological University, Singapore

1.Nanyang President's Graduate Sc",international students,Foreign talents,1
412000000,2021-03-09 02:31:02+00:00, ,1.37E+18,en,0,0,0,338, ,RT @kixes: ????We can????t allow Muslim women who are nurses to don the tudung if they want to because some people might be $T$ Islamophobes????,racist,Xenophobia and racism,-1
38400130,2020-11-26 09:03:35+00:00, ,1.33E+18,en,6,1,4,3, ,"Man convicted of abusing $T$ by splashing hot water on her, victim later attempted suicide https://t.co/4e3cytVAST https://t.co/xmokqrVGqO",maid,Foreign domestic workers,-1
271000000,2020-10-13 04:31:52+00:00, ,1.32E+18,en,0,0,0,0, ,"Responding to an article in The Sunday Times on the influx of foreign talent in Singapore, renowned local food guru KF Seetoh said that it is not that Singaporeans want foreigners, it's the quality of $T$ needed.  #foreigntalent #kfseetoh https://t.co/eFyFabrKLU https://t.co/ewvBDgr0uv",foreign talents,Foreign talents,-1
859000000,2016-07-08 11:10:31+00:00, ,7.51E+17,en,0,0,0,11, ,RT @STcom: Another phone scam now targets $T$ Services customers; police report made https://t.co/Y45fdNkOFH https://t.co/EUf1T2he9t,SP,Foreign talents,-1
966000000,2013-02-21 11:20:09+00:00, ,3.05E+17,en,0,0,0,0, ,$T$ curbs to be focus of Singapore budget - Business Times (subscription) http://t.co/5RfTiqqBHm,foreign worker,Migrant workers,-1
215000000,2013-08-19 13:31:38+00:00, ,3.69E+17,en,0,0,0,0, ,TOP 50 Recruitment Agencies in Singapore that processed the Highest Number of Foreign #$T$ Work http://t.co/nVdqc8ESwg,work permit,Migrant workers,0
141000000,2015-08-15 00:20:17+00:00, ,6.32E+17,en,1,0,0,2, ,"""@STcom: $T$ who won $2.3m lottery accused of stealing ticket http://t.co/HusWxKQavL http://t.co/ov8j9SbvCP"" pls stop thinking u sg are gd",maid,Foreign domestic workers,-1
16082982,2013-10-04 19:30:00+00:00, ,3.86E+17,en,1,0,0,0, ,PR/Singapore citizen/$T$ or SPass holder and willing to create awesome User experience software in a SGP Startup...Salary $3500 - $4500 base_?,employment pass  ,Foreign talents,1
165000000,2012-04-03 04:08:26+00:00, ,1.87E+17,en,0,0,0,0, ,Indonesian $T$s Continue to Fall to Deaths in Singapore: A domestic helper cleaning the window of a high-rise a... http://t.co/Y0EsBRqO,domestic helper,Foreign domestic workers,-1
950000000,2021-11-21 04:32:40+00:00, ,1.46E+18,en,0,0,0,0, ,"Travel bubble with Singapore bring$T$ back to Australia 

#news, #breakingnews, #topnews, #today, #todaynews, #reuters, #europe, #Americas, #middleeast, #asia, #Africa, #politics, #latest, #covid, #BreakingHeadlines,

https://t.co/PMnyGrHkkx",international students,Foreign talents,1
8.83E+17,2017-07-23 16:52:17+00:00, ,8.89E+17,en,0,0,0,0, ,"Travel In Singapore $T$ 1 - WATCH VIDEO HERE -&gt; https://t.co/xFK2xsmX3X 

Please watch: ""How to be a racist?"" ... https://t.co/7AnOv4W21Y",racist,Xenophobia and racism,-1
8.01E+17,2018-10-22 09:50:38+00:00, ,1.05E+18,en,0,0,0,0, ,"#Surgery 2019 invites #Surgeons #Researchers #$T$ #$T$ #Delegates #Exhibitors to be part of our 3rd International Conference on Surgery and Anaesthesia  in Singapore from March 22-23, 2019.
For more details: 
https://t.co/8r49HR8Y80 https://t.co/M0tezmwMPR",international scholars,Foreign talents,1
9.64E+17,2020-09-18 21:04:40+00:00, ,1.31E+18,en,0,0,0,268, ,"RT @AlistairHaimes: Sweden one of only 12 places we can now travel without quarantine. Oh, the irony.
#$T$
https://t.co/nQGERakZYR",travel restrictions,Travel restrictions,-1
2260000000,2020-06-28 13:29:10+00:00, ,1.28E+18,en,0,0,0,2, ,"RT @brilantbk: To be $T$ you do not have to be white. A racist can be any colour, race or creed.

Look at Rwanda where the genocide was",racist,Xenophobia and racism,-1
3280000000,2019-12-03 21:47:10+00:00, ,1.20E+18,en,0,0,0,0, ,"Disgraceful!! Abt 600,000 15-yr-olds fr around the world took the test, which is given every 3 yrs. $T$ fr Canada, China, Estonia, Finland, Ireland, &amp; Singapore were among those who outperformed their U.S. counterparts.
 U.S. $T$ Fare Badly https://t.co/cRGxWrTcGj",international students,Foreign talents,1
386000000,2017-01-29 09:02:18+00:00, ,8.26E+17,en,0,0,0,34, ,RT @HudaSajali: siala that STUPID ORANGE TWEET SIFTED OUT ALL THE $T$ HUMANS IN SINGAPORE AND I SWEAR THEY NEED TO WAKE UP THEIR IDEA.,racist,Xenophobia and racism,-1
401000000,2012-10-11 00:11:28+00:00, ,2.56E+17,en,0,0,0,0, ,"Monetary Authority of Singapore MAS, Undergraduate internships for $T$:",international students,Foreign talents,1
270000000,2018-02-04 23:42:03+00:00, ,9.60E+17,en,1,0,0,0, ,"#Singapore $T$ requires that you have skills, qualifications, experience and that Singapore needs and a job offer from a Singapore-based company. 
Apply Now! https://t.co/hUVfizxG3s or 
Call Us +65 63854386 | info@one-visa.com https://t.co/WYrdXheApb",employment pass,Foreign talents,0
135000000,2020-05-13 08:17:05+00:00, ,1.26E+18,en,5,0,0,1, ,"Singapore has confirmed 675 new COVID-19 infections, bringing its national total to 25,346. Majority are EP holders residing in foreign worker dormitories.
Govt says 20,000 $T$s who have tested positive will be ready for discharge by the end of May https://t.co/j654tgU7Vq",foreign worker,Migrant workers,-1
27182288,2020-06-09 06:09:17+00:00, ,1.27E+18,en,42,4,2,12, ,"#wethecitizens today: many work $T$ holders remain stuck outside #Singapore due to #COVID19 rules that require them to apply for permission to return. But there's a lack of clarity, and families who have been separated feel like there's ""no end in sight"". https://t.co/U6pE2XbKpv",work pass,Migrant workers,-1
40490139,2016-07-18 14:45:41+00:00, ,7.55E+17,en,0,0,0,6, ,RT @99dotco: Join us and take a stand against racial rental $T$ in Singapore! https://t.co/owymzd21Ne https://t.co/EnTJXH1k9c,racial discrimination,Xenophobia and racism,-1
2480000000,2016-09-29 09:30:35+00:00, ,7.81E+17,en,0,0,0,0, ,$T$ in Singapore - https://t.co/oSlCiPncwc https://t.co/2jRyYsemi4,maid,Foreign domestic workers,0
52620060,2011-04-06 05:11:16+00:00, ,5.55E+16,en,0,0,0,0, ,BBC News - Singapore soldier 'remorseful' over $T$ backpack gaffe - http://bbc.in/hES38h,maid,Foreign domestic workers,-1
2460000000,2014-09-13 06:36:09+00:00, ,5.11E+17,en,0,0,0,0, ,Malayalam $T$ Available ::: Good Profile ::: Fast &amp; Reliable http://t.co/ukVPFlCWTm,maid,Foreign domestic workers,1
419000000,2015-06-10 08:54:44+00:00, ,6.09E+17,en,0,0,0,0, ,VIDEO: Foreign universities in Singapore: Many Asian $T$ traditionally go abroad to get an international ... http://t.co/OTSfgn2NIm,international students,Foreign talents,0
962000000,2014-02-02 09:01:32+00:00, ,4.30E+17,en,0,0,0,0, ,Top 50 Recruitment Agencies in Singapore that Processed S-$T$ Work passes http://t.co/Q4xzwqdbPG #ranking,work pass,Migrant workers,1
2280000000,2017-03-27 13:24:49+00:00, ,8.46E+17,en,0,0,0,0, ,BBC News - Singapore couple jailed for starving Philippine $T$ https://t.co/M9encRQNvL,maid,Foreign domestic workers,-1
851000000,2013-02-19 08:22:37+00:00, ,3.04E+17,en,0,0,0,0, ,Singapore News Asia PRC new citizen accuses Low Thia Kiang of ????inciting $T$????: Credit to THE TEMASEK TIMES... http://t.co/J1sHbMHS,xenophobia,Xenophobia and racism,-1
130000000,2015-07-03 06:21:26+00:00, ,6.17E+17,en,0,0,0,0, ,(asiaone) MOM busts illegal $T$ syndepte; 41 arrested http://t.co/usQ3BCLsyX,foreign worker,Migrant workers,1
625243,2012-10-08 06:47:46+00:00, ,2.55E+17,en,0,0,0,44, ,"RT @FakeSTcom: Internet lynch mob succeeds in getting woman fired?from NTUC after $T$ comments, returns to making xenophobic posts ht ...",xenophobic,Xenophobia and racism,-1
89180347,2011-07-26 09:55:22+00:00, ,9.58E+16,en,0,0,0,0, ,S'pore achieves best ever showing at International Math Olympiad: SINGAPORE: Singapore $T$ have achieved th... http://bit.ly/oxyOXX,international students,Foreign talents,1
2510000000,2016-03-24 12:38:43+00:00, ,7.13E+17,en,0,0,0,0, ,No plans to raise $T$ Grant: Amy Khor https://t.co/nN7JcnM5Ml #singapore,foreign worker,Migrant workers,-1
2280000000,2015-04-09 07:10:07+00:00, ,5.86E+17,en,0,0,0,0, ,Interested in working in #Singapore? Here's how to securing an #employment$T$ with these easy tips! - http://t.co/hrloc3WGrp,employment pass,Foreign talents,1
984000000,2013-04-01 04:23:28+00:00, ,3.19E+17,en,0,0,0,0, ,New self-collection passport machines available at $T$ http://t.co/PBZM0XIgRt #Singapore,ICA,Immigration policy,1
743000000,2019-10-29 11:53:04+00:00, ,1.19E+18,en,0,0,0,1366, ,"RT @Ganeshspeaks: I thought Singapore got no $T$ one? Ahnei your mother di, pulutha pusunika pundeh. ?????????? https://t.co/yRgDaWQNHl",racism,Xenophobia and racism,-1
7.61E+17,2018-08-29 16:16:14+00:00, ,1.03E+18,en,1,0,0,0, ,I want to watch crazy rich asians but after hearing about the racial problem in Singapore where the movie is based on and knowing about the $T$ against a lot of non-east Asians leaves such a bad taste in my mouth.,racial discrimination,Xenophobia and racism,-1
1.15E+18,2019-07-27 09:20:57+00:00, ,1.16E+18,en,0,0,1,0, ,@chedetofficial PM. Tun Doctor Mohamad Mahathir.  Please take care and Stop Especially the Indian and the Chinese. Singaporean Malay Muslim being $T$. They very Snob our PAP Government make. Made declaration coming to work Singapore.,racist,Xenophobia and racism,-1
770000000,2020-01-22 11:28:48+00:00, ,1.22E+18,en,0,0,0,2, ,RT @aurabloom7: @OH_mess2 @BigHitEnt Yes..please...but don't send them here in Malaysia...my country are so $T$ that they only accept,xenophobic,Xenophobia and racism,-1
